id,file_name,instrument,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,rms_mean,rms_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,zcr_mean,zcr_std
1,banjo_001.aiff,banjo,-491.6721496582031,97.77617645263672,42.33135986328125,26.155784606933594,13.627524375915527,8.323347091674805,6.540182590484619,7.17033576965332,6.316055774688721,4.3836236000061035,0.9959153532981873,-1.3291490077972412,-5.550827503204346,101.23683166503906,37.724552154541016,31.95768165588379,17.10944938659668,15.505006790161133,7.528425216674805,6.0130815505981445,4.266819000244141,5.631355285644531,5.453620910644531,5.261081695556641,6.463795185089111,5.348105430603027,523.8548104208221,201.62655229139443,1228.122096540977,296.48209808858604,592.1630859375,395.94085626631954,0.04219347983598709,0.04591092839837074,0.11326786130666733,0.141316220164299,0.14679165184497833,0.136317640542984,0.13987551629543304,0.2841190695762634,0.9979655146598816,0.3783060610294342,0.10480953752994537,0.09283103048801422,0.09853586554527283,0.0996364876627922,0.19261161983013153,0.22803689539432526,0.2397671639919281,0.23626714944839478,0.23517045378684998,0.19943973422050476,0.01702176406979561,0.13988175988197327,0.17444011569023132,0.15841636061668396,0.15481674671173096,0.16581624746322632,0.02078977772887324,0.01611206455886968
2,banjo_002.aiff,banjo,-305.2210693359375,153.7414093017578,-18.697782516479492,-1.1068651676177979,0.7677003145217896,-6.779652118682861,-10.171721458435059,-5.7588629722595215,-12.794022560119629,3.592228651046753,-0.5347772240638733,4.708474159240723,5.99471378326416,105.26366424560547,9.569090843200684,22.437273025512695,7.6090497970581055,19.47909164428711,9.518681526184082,7.156829833984375,10.150808334350586,5.12668514251709,2.600952625274658,12.427189826965332,5.680219650268555,3.7920212745666504,976.1331014505806,235.55866021141128,1073.1761324763054,433.21540047702644,1566.2238625919117,330.678067367745,0.11468790471553802,0.0839516893029213,0.06241334229707718,0.16528809070587158,0.06266576051712036,0.202325701713562,0.9239073395729065,0.1929028183221817,0.0467611625790596,0.09252117574214935,0.2890424430370331,0.5590647459030151,0.10064221918582916,0.01910492032766342,0.09577950835227966,0.1859438419342041,0.15683278441429138,0.14494438469409943,0.16165220737457275,0.1069658026099205,0.09010529518127441,0.14094318449497223,0.23657368123531342,0.2545161247253418,0.04366302862763405,0.03675191476941109,0.05267693014705882,0.014115896490431504
3,banjo_003.aiff,banjo,-372.7082214355469,143.33297729492188,-2.8628923892974854,-1.1415879726409912,3.3479762077331543,1.067091941833496,-0.16435788571834564,-12.770505905151367,-18.46458625793457,6.721270561218262,12.859447479248047,12.662896156311035,7.734302997589111,109.32327270507812,18.93818473815918,29.823328018188477,10.231635093688965,16.284542083740234,14.43570327758789,5.920372486114502,8.132415771484375,5.97086238861084,7.908263206481934,15.032697677612305,11.88906478881836,4.061878681182861,849.4804683977959,177.6712881936419,990.0348625261099,322.05223309105315,1361.376953125,102.9920819581556,0.09672900289297104,0.07736310362815857,0.049827560782432556,0.10909285396337509,0.05741291493177414,0.2100890427827835,0.9988014101982117,0.20766137540340424,0.04914041981101036,0.0675792321562767,0.15247215330600739,0.3136220872402191,0.06555196642875671,0.02415069006383419,0.11993604898452759,0.20341293513774872,0.17027242481708527,0.13484247028827667,0.00454156007617712,0.1603463590145111,0.1420554369688034,0.15178659558296204,0.21600791811943054,0.2833110988140106,0.07980406284332275,0.0774213969707489,0.05539279513888889,0.020078036571102166
4,banjo_004.aiff,banjo,-287.48101806640625,70.81090545654297,6.046579360961914,15.216092109680176,0.8314187526702881,-16.651762008666992,0.08721527457237244,-15.161262512207031,-11.737454414367676,3.4573886394500732,-10.377326965332031,-2.578342914581299,-25.480131149291992,98.23240661621094,27.367788314819336,21.321880340576172,13.446749687194824,15.76711654663086,5.023621082305908,5.650282859802246,6.8595967292785645,7.358623027801514,6.198949337005615,6.296764373779297,11.455233573913574,7.06251335144043,1835.3840929976313,217.44218782504635,1994.906313612928,159.75122864988708,3361.3330078125,488.647166992831,0.0838954895734787,0.06490957736968994,0.01370354276150465,0.0427810400724411,0.02039172872900963,0.04142732173204422,0.23595550656318665,0.06456968933343887,0.04424256831407547,0.10209696739912033,0.29440441727638245,0.9867918491363525,0.18224218487739563,0.0080234594643116,0.018426137045025826,0.03859851509332657,0.03935975208878517,0.044547125697135925,0.13902507722377777,0.07228405028581619,0.0911858007311821,0.1302293986082077,0.17468127608299255,0.06470645219087601,0.033507782965898514,0.012846062891185284,0.1138671875,0.03773779180312199
5,banjo_005.aiff,banjo,-355.4954528808594,89.72313690185547,10.236101150512695,13.60212516784668,4.044678688049316,7.407011032104492,-2.0553722381591797,-0.8194572925567627,-0.8139737248420715,6.066970348358154,-7.974139213562012,-6.103859901428223,-19.23065757751465,88.38985443115234,18.722631454467773,15.321133613586426,11.774422645568848,13.502853393554688,6.928593158721924,8.582191467285156,6.165090560913086,9.039443016052246,4.214000701904297,10.137755393981934,6.057238578796387,7.432205677032471,951.5788890176765,277.3722660632447,1397.9102811811922,242.70481319914953,1689.9169921875,433.1997086138287,0.10678587108850479,0.09052074700593948,0.030799075961112976,0.03667701408267021,0.037765733897686005,0.0693647637963295,0.3000025451183319,0.09624160826206207,0.050159186124801636,0.04957165569067001,0.2531239986419678,0.9446051716804504,0.19513168931007385,0.029682490974664688,0.08316159248352051,0.07873571664094925,0.08496909588575363,0.11017625778913498,0.3076775372028351,0.129458487033844,0.14330506324768066,0.11265510320663452,0.11653178930282593,0.14642511308193207,0.0777156800031662,0.09186120331287384,0.04005899234693878,0.016054428792886197
6,banjo_006.aiff,banjo,-329.9731140136719,94.75790405273438,-12.317215919494629,-8.316170692443848,-17.46614646911621,-18.4940128326416,-12.938776016235352,12.744854927062988,28.192584991455078,19.706592559814453,6.7591681480407715,-30.95270347595215,-31.448719024658203,102.75703430175781,22.183242797851562,16.81248664855957,8.639692306518555,10.541624069213867,7.986213207244873,10.34901237487793,14.410491943359375,3.3655307292938232,8.733530044555664,7.445930004119873,9.600679397583008,5.163037300109863,1579.8404923837118,133.8073107128688,1406.929243805294,211.45548758211697,2623.82080078125,11.343318615742328,0.10431326925754547,0.0827091708779335,0.0034736511297523975,0.002956549171358347,0.002656959230080247,0.020863758400082588,0.12661981582641602,0.026808355003595352,0.01399107463657856,0.02766038104891777,0.205876424908638,1.0,0.18070070445537567,0.00730920722708106,0.006816700100898743,0.004793471656739712,0.004782991949468851,0.01119713019579649,0.05389707535505295,0.034209735691547394,0.04609566181898117,0.07463803887367249,0.1742640882730484,0.0,0.03875996544957161,0.01705334521830082,0.108349609375,0.03833237950893655
7,banjo_007.aiff,banjo,-400.4855041503906,87.24710083007812,18.109983444213867,2.363816261291504,-9.437419891357422,-8.885008811950684,2.1249775886535645,22.978952407836914,33.44664764404297,22.446880340576172,-5.799423694610596,-17.448986053466797,-4.475750923156738,86.39627075195312,31.43455696105957,19.840105056762695,10.53833293914795,15.20307731628418,12.410758972167969,11.345541954040527,4.487743377685547,7.803952693939209,5.9934844970703125,9.484545707702637,12.206658363342285,6.394820690155029,799.6295130660326,273.91542423869254,1342.0388128068387,250.3750673678713,1187.6389723557693,456.6916050432358,0.07373590767383575,0.08785660564899445,0.151460662484169,0.1501116305589676,0.1461581438779831,0.14019747078418732,0.14153817296028137,0.13089068233966827,0.12475196272134781,0.13183438777923584,0.28792786598205566,0.9907052516937256,0.2493727207183838,0.13173051178455353,0.2828845977783203,0.28680115938186646,0.2779026925563812,0.26561546325683594,0.2594221532344818,0.24599669873714447,0.23732390999794006,0.2387889176607132,0.2191554605960846,0.05241140350699425,0.19512736797332764,0.245059072971344,0.04448367387820513,0.026962766166206378
8,banjo_008.aiff,banjo,-344.4678649902344,132.86000061035156,1.3238041400909424,13.932971000671387,7.845376014709473,-7.106815338134766,-8.299858093261719,-5.941917896270752,-11.782145500183105,4.384610652923584,-3.874251365661621,-1.49068284034729,6.400456428527832,112.53849792480469,13.283225059509277,28.687299728393555,12.854756355285645,21.186508178710938,7.998981952667236,7.546394348144531,8.707865715026855,11.126068115234375,6.688745021820068,8.065382957458496,5.696447372436523,7.123243808746338,847.74041647501,331.7122903835076,1065.0002333725818,489.37421255263274,1321.9514266304348,684.1588028651242,0.10149407386779785,0.07611290365457535,0.03650446981191635,0.07546701282262802,0.23154953122138977,0.07853586226701736,0.17186470329761505,0.7595030069351196,0.17529726028442383,0.04806823655962944,0.06398404389619827,0.3357696831226349,0.8245744109153748,0.23844119906425476,0.09649616479873657,0.13678433001041412,0.26128724217414856,0.20312434434890747,0.1668166220188141,0.3175198435783386,0.1519961655139923,0.115042544901371,0.12238980084657669,0.10180096328258514,0.21759480237960815,0.11558043956756592,0.044560971467391304,0.01846520530979983
9,banjo_009.aiff,banjo,-427.16461181640625,104.47053527832031,21.28252601623535,15.782734870910645,7.4198808670043945,0.10142958164215088,0.1770423948764801,1.782636284828186,6.670533657073975,20.297351837158203,12.415342330932617,4.874266147613525,4.91603422164917,110.13665008544922,27.307796478271484,34.719932556152344,11.160855293273926,15.042598724365234,5.317420959472656,7.4333672523498535,8.797637939453125,14.831210136413574,6.937046527862549,8.80021858215332,7.892091274261475,4.314780235290527,662.3894277577699,243.7958527832415,1006.127794106018,308.90757423026935,914.3536376953125,373.1942933238221,0.07441695034503937,0.06781553477048874,0.02987557090818882,0.048014748841524124,0.08984918147325516,0.045474208891391754,0.21173405647277832,1.0,0.19199687242507935,0.03452569991350174,0.03978687897324562,0.1348913609981537,0.2744907736778259,0.0937100425362587,0.0693977102637291,0.09773677587509155,0.1790606677532196,0.10389403998851776,0.10417860746383667,0.0,0.09748553484678268,0.09245572239160538,0.0921168252825737,0.10658197849988937,0.11696607619524002,0.07929742336273193,0.048974609375,0.017080843053911977
10,banjo_010.aiff,banjo,-266.1979064941406,76.52725219726562,1.908064842224121,5.226995944976807,-10.345254898071289,7.582881927490234,-14.790031433105469,-9.887977600097656,-7.602541923522949,-5.713857650756836,-16.897916793823242,-2.365570545196533,-22.352920532226562,100.29203796386719,26.093935012817383,19.3167724609375,12.116063117980957,11.857661247253418,11.492403984069824,6.746933460235596,5.768934726715088,6.504827499389648,4.679013729095459,6.576536655426025,4.039627552032471,6.347853183746338,1788.522534007387,221.14725544561009,2090.811787017206,210.2535593929741,3800.09765625,763.402459507259,0.10725485533475876,0.08182840794324875,0.044169362634420395,0.0332023911178112,0.057949502021074295,0.04210603982210159,0.05678039416670799,0.23067747056484222,0.11773800849914551,0.0749630331993103,0.07614151388406754,0.25114816427230835,0.987942099571228,0.2852465510368347,0.11916171759366989,0.10813277959823608,0.10988188534975052,0.13333170115947723,0.14135758578777313,0.15689316391944885,0.1900230497121811,0.2099020630121231,0.18547719717025757,0.1576661914587021,0.05392444506287575,0.1117076650261879,0.07531156994047619,0.027777072785096484
